index|caption|label
716|two sewer grates middle paved brick road.|0
752|mound white snow crystals focus ones background.|0
244|chair branches sitting front large fire.|-1
128|black white photo man hands head pressed glass wall. man wearing wristwatch necklace.|0
466|white-haired man white beard engaging someone.|0
308|horsehead nebula pink light hydrogen protostars illuminating background.|1
165|surgeon operates draped patient, assisted nurse. various instruments around lower part patient's body imaging device exposed skin.|0
753|yellow green soccer ball lying field near chalk lines.|0
761|large crowd young soldiers saluting.|0
806|dark clouds rainstorm threatening town.|0
788|field sunflowers closeup five flowers. background trees mountains.|1
99|young man woman embracing entrance wooden building. woman barefoot, shoes visible left. wears blue dress headband. man blue shirt dark pants.|1
677|man peering shelf grasping hands.|0
4|falling man attached bungee jumping apparatus. wearing white shirt black sunglasses.|0
467|wood bark shades brown grey color.|0
177|medium sized black brown dog stubby ears greying muzzle standing gravel mulch bed.|0
868|miniature bride groom figurines wedding cake|1
306|planet space stars visible around it.|1
379|man wounded bleeding operating room. tube going left leg straps around legs blood black material coming legs.|-1
494|four shirtless men black pants smiling. one men phone waistband. two men tattooed.|0
643|copper covered tiles roof sloped plane.|0
9|man boy playing board game camping site tabletop supported logs tied together.|1
419|two streaks lightning reaching dark clouds ground.|0
703|white blue shark surface blue water pilot fish it.|0
777|two glasses sparkling wine gold rims floral engraving. outdoors, resting stump flowers nearby background.|1
564|man wearing helmet, goggles, camouflage jumpsuit, jumping airplane.|0
766|six birthday candles lit set cupcakes. cupcakes chocolate colored blue frosting white imitation pearls them.|1
432|empty bench facing row us flags park.|0
459|smiling woman baby girl, dressed pink. baby's dress pink wings attached it.|1
632|different sizes shades grey rocks smooth edges.|0
268|many red fireworks going night sky, leaving white trails behind them.|1
451|silhouette woman holding child head, yellow sky water behind her.|1
347|handgun lying surface muzzle pointing towards viewer.|-1
261|green, yellow, pink blue fireworks burst patterns sky.|1
157|parched earth cracks running every direction.|0
72|man leaps diving platform begin dive ocean below.|1
88|six hands resting other. one wrists purple band around it. another one white watch.|1
281|two wedding rings sitting bunch pink roses.|1
689|bicyclist wearing pointed bike racing helmet blue yellow biking one-piece spandex jumpsuit.|1
885|woman standing one leg beach, two boats front water smoke rising distance.|1
242|brown weasel baring fearsome teeth snarl.|-1
332|close rough green grass.|0
524|nude woman asleep side head resting hand.|1
50|five hockey players embrace tight circle. arms other's backs hold sticks pointing upwards.|1
139|pumpkin pie one slice cut sits basket table. missing slice nearby plate. canned pumpkin whole pumpkins behind it.|1
416|yellow lightning hitting water two large dark rock formations. lightning rocks reflected water.|0
300|small baby asleep side.|1
540|tangled pile rubber bands.|0
168|doctors nurses wearing surgical masks, caps, gowns gloves operating patient.|0
818|boy wearing blue shirt, laughing another person tickles him.|1
410|mirror-like lake reflects sky, clouds, trees above. patch bright green grass shore.|1
401|picnic basket paper cups set tree trunk edge lake.|0
661|little girl smudges face looking sad.|-1
880|wooden spool brown thread, lying side wood surface.|0
81|old-fashioned sled curved wooden runners red striped fabric top, sitting snow.|0
143|dirty american flag white shoe, lying broken wood plants growing it.|-1
323|man gazing standing rock seashore twilight shallow water around.|1
41|brown white cat standing outside front grass. cat back arched mouth open aggressive stance.|0
546|possum showing teeth wide open mouth frightening posture.|0
312|many bottles litter lying sand beach, water visible behind them.|-1
578|dark-haired woman lying beach elbows resting log.|1
303|close-up view stars night sky large bright nebula center.|1
158|dock lake boats. silhouette city visible background.|1
732|three skydivers free fall. one started deploying parachute.|0
852|group soldiers running sandy terrain carrying rifles.|-1
354|man black jacket wearing gold wedding ring, opening shotgun wooden handle exposing two shells.|0
508|man posing jock strap front mirror.|0
93|man woman kissing glare sun obscuring faces.|1
681|man covering mouth hand. eyes wide expression shock.|-1
584|two large black pigs asleep straw-covered sty.|0
644|grizzly bear faces camera.|0
604|armed helmeted police board ferry facing back towards distant city across water.|0
678|bee resting palm person's hand. bee purple brown wings yellow thorax, three legs one side two legs showing side.|0
739|man sleeping table next mostly empty black plastic food container white styrofoam drink cup.|0
825|large stack cut firewood piled high.|0
42|black cat's face yellow eyes white whiskers.|0
695|hand severed finger, plastic glove. severed finger bloody wrapped black material.|-1
273|bouquet pink flowers containing mostly full blown roses, carnations daisies.|1
272|green, red, pink, white, yellow flowers black stone surface.|1
112|dark-haired man mouth wide open index finger pointed towards camera. seems yelling.|-1
492|shirtless man wearing black shorts sitting front body water. tying laces black white sneaker.|0
719|elevated walkway paved stones meandering past trees houses.|1
316|rusted tins empty bottles strewn area.|-1
294|old man unkempt hair sinking face left hand.|-1
711|two geese swimming calm water sunset.|1
836|thick column tornado approaching cloudy sky.|0
483|dark-skinned woman sheet wrapped around her, caressed light-skinned man wearing silver watch, bed white sheets.|1
751|white coral reefs clump coral sticking|0
330|white goat standing hay green grass, head low ground.|1
707|shark swimming water side fins dorsal fins visible.|0
712|hand holding hypodermic syringe injecting something vein.|-1
489|closeup image greenish tree bark.|0
747|black yellow snake coiled top pieces wood.|0
876|wolf baring fangs menacing manner.|0
827|two urinals side side white tile wall. thin partition divides them. rectangular flushing button each.|0
730|four skydivers free falling mountainous coastline.|1
794|vivid sunset casting red orange shades clouds sun going behind rocks water.|1
80|large ship smoke rising funnel, followed smaller two-masted ship. surrounded sea ice.|0
859|gun battery boat, firing. muzzle flash blue water seen behind it.|-1
861|bride wearing white dress hold groom's hand white bouquet flowers hand.|1
445|rough tree bark moss growing it.|0
765|man wearing green white bandana head, flak jacket, sitting rifle resting across legs.|-1
421|lightning bolts shooting across sky building trees visible|0
2|ruined walls church backdrop white clouds blue sky.|0
768|soldier's hand holding barrel assault rifle soldiers standing row alongside also holding rifles.|-1
698|underwater view shark swimming second shark background.|0
811|serrated knife blade, pushing someone's hand, bright red liquid blade.|-1
471|woman shoulder-length brown hair brown eyes looking straight camera. hands touching neck. necklace green beads visible.|0
58|football cheerleader cheerleading costume holding pompoms hands|1
865|man wearing suit woman wearing gown carrying bouquet pose behind blue car adorned flowers bows. elevated point lake town visible background.|1
140|boy wearing black white striped hat, licking chocolate vanilla swirl ice cream cone.|1
808|lightning striking water behind airport several military helicopters.|0
222|five acorns arranged circle black background. slightly wilted leaves next acorns.|0
221|man pushups athletic field head close grass.|0
692|two students hunched desk working problem together students work background.|1
299|shirtless man straining open bottle pickles.|0
369|heart-shaped keyhole brown wood surface. held place three screws.|0
628|man climbing rock rope chain support|0
131|signpost handwritten signs front two rusting car bodies prairie.|0
570|blue yellow parachute attached american flag, shooting red sparks night sky.|1
351|gun lying table seven bullets next it.|-1
589|two hands clinking champagne glasses front beach sunset.|1
314|shopping cart abandoned trash strewn environment.|-1
137|glass plate filled profiteroles, decorated mint leaves cherries, sprinkled fine sugar.|1
786|empty multi-lane road running past buildings signage utility poles.|0
311|crying baby eyes closed mouth open.|-1
600|man woman lie side side hammock suspended two palm trees beach. turquoise water, sailboat, hills background.|1
610|railroad tracks branching front train station.|0
249|roaring fire, timber silhouetted bottom red embers visible among timber.|-1
391|meeting group ku klux klan members wearing robes hoods.|-1
411|two hands holding glass beer skewers grilled okra them. man yellow hat removing piece okra skewers.|0
444|three shelves full bottles whiskey.|0
33|top view assembled cardboard box.|0
30|five race cars going around track tight formation.|0
640|people hands raised two roller coasters descend.|1
823|cut logs bark still attached, stacked top other.|0
828|three white urinals silver detectors them, bathroom brown tiled floor cream tiled walls.|0
123|black white picture person hands head, grimacing.|-1
94|man woman arms around other, sitting white bench front large house. man carrying bouquet flowers.|1
213|two young elephants trunks other, adult elephant standing behind them.|1
343|eight cross-shaped grave markers, standing green field blue sea visible background.|0
344|cemetery rows crooked fallen headstones overgrown green grass.|0
567|person walking along sandy seashore dawn.|1
98|man embracing woman behind arm around neck shoulders.|1
501|nude man making sign right hand|0
847|concrete gray wall white streaks, irregular smooth.|0
216|two happy young boys smiling, one blond hair blue eyes, brown hair eyes.|1
833|man close image face wearing glasses looking pensive. wearing prescription glasses reflection computer screen right lens.|0
519|black white photo naked woman, lying side turned away camera. one arm covering breasts covering face.|0
25|two cars involved head-on collision|-1
830|toilet partially demolished bathroom graffiti lid tank.|-1
737|sleeping guard, wearing blue uniform, tie, hat insignia front it.|0
178|headless carcass deer antelope ribs exposed.|-1
271|ducks swimming tree-lined flooded street.|-1
151|fire-damaged building one section collapsed. american flag hangs building. disaster relief vehicles long cranes front building.|-1
39|two young kittens lying towel peering around them.|1
503|shirtless man looking straight ahead grim expression.|0
500|four barrels. one brown, two grey, one darker brown.|0
231|fiery explosion kitchen counter outdoors movie set.|-1
38|face ginger cat lying sideways floor eyes closed.|1
198|dog lying back couch looking towards viewer.|1
832|ferris wheel superimposed top lightning storm, superimposed top dry cracked desert ground.|0
154|dried brown leaves bare soil. half area shade half sunny. bare wooden branch across top.|0
12|two glasses champagne bread cheese plate, outdoors front body water pier.|1
654|young child blue eyes, wearing brown hooded fleece sweater, crying.|0
899|three stained-glass windows depicting scenes life christ.|1
538|woman abdomen propping elbows lower legs pointing clad revealing outfit fishnet stockings high heels.|0
331|gorilla resting head one hand touching grass hand. sitting grassy enclosure trees.|0
598|interior passenger aircraft semi-dismantled state.|-1
877|man sitting chair head tilted back eyes open gazing something above.|0
156|two hyenas eating four-legged animal grass, two vultures watching behind them.|-1
368|boat sailing towards bridge, four people jumping air. lens flare behind people.|1
496|man showering outside front green tree.|0
889|girl elbows table one hand side face bored expression.|0
771|close view spider hairy legs foreground|-1
197|black dog floppy ears resting muzzle wall looking out.|1
153|unpaved road goes field towards mountains distance.|1
687|three black students class room writing big paper male teacher looking one them. .the teacher ethnic shirt on.|1
548|red, gold, black christmas ornament pink ribbon top.|1
54|large array white crosses stars david military cemetery.|-1
623|rainbow arch green, yellow orange blue calm ocean sky background.|1
44|black gray striped cat stretching itself.|1
122|dead body youngster lying ground amongst dead bodies.|-1
846|closeup texture piece wood. scratches many different directions wood wood colored various shades beige.|0
820|large orange black tiger looking straight mouth open tongue showing.|1
606|power plant cooling towers smokestacks spewing thick white smoke atmosphere|-1
21|pieces glass right front side car shattered flying air.|-1
499|hairy naked man standing shower, wearing necklace.|0
429|man massaging torso woman. woman's eyes closed, hands right cheek hair tied bun. relaxed smile face. man white long sleeve shirts hands wrinkled.|1
688|barefoot children recess school courtyard.|0
671|black white drawing man holding wounded woman, gun lying next them.|-1
383|red barber chair white arm rests decaying building stone walls. debris around it.|-1
837|torture tools, including rack, cuffs,and chains. also sword helmets background.|0
476|dark haired man wearing glasses white collared shirt, kissing dark haired woman wearing white tank top.|1
384|iron bars across prison cell bed visible bars.|-1
427|lion lying side eyes closed enclosure wall.|0
898|large soap bubbles floating air.|1
605|uniformed helmeted riot police forming line.|-1
618|group youngsters wearing helmets, lifevests waterproof clothes whitewater raft.|1
675|soyuz spacecraft orbiting earth.|1
326|silhouette man hills behind him. man posing make look setting sun hand.|1
403|dock still peacful alpine lake surrounded coniferous trees.|1
243|man breathing fire mouth. wears turban several necklaces.|0
736|sleeping girl blonde hair lying white sheet.|-1
238|black chain-link fence round lights visible side.|0
541|stapler blue top white base sitting white surface.|0
208|bloody human body face blown off.|-1
259|fire hydrant stone wall plants either side it.|0
571|arms woman. holding drink watch left wrist two rings right hand. bit blond hair visible.|0
637|different shades grey rocks sharp edges.|0
333|two cocktails brown wooden table. cocktail front white one behind brown. two napkins logo cocktails.|0
334|asian baby sucking left hand looking down. wearing blue knitted hat big red bow red dress white bow. bracelet hand.|1
553|piece white paper bark-like surface.|0
104|crow perched roof eyeing something intently.|0
521|woman lying side left finger chin. looking viewer.|0
795|setting sun casts orange light sea behind flagpole limp flag.|1
680|sinister looking face woman looking brown eyes clenched fists covering nose mouth.|0
138|deep glass cup vanilla ice cream sundae, chocolate sauce, whipped cream cherry top.|1
240|chain-link fence blue sky behind it.|0
612|barbed wire top wooden picket fence.|-1
199|mostly white dog one brown ear lying grassy ground.|1
365|man sandals, shorts, white shirt, jumping hands head legs pulled behind brown field. background, mountains seen.|0
201|little dog bows hair lying muzzle carpet.|0
596|man standing wing dismantled carcass airplane.|-1
321|woman sits back camera looking town. scene dark.|0
646|tiled roof lot broken tiles.|0
415|arching eruption molten lava.|0
814|bolt lightning blue sky scattered clouds.|0
393|black white photo folding knife, pointing table angle, silver circles black handle.|0
398|pier lake surrounded mountains sprinkling snow them.|1
660|little boy wearing red jacket knitted hat mouth open.|0
615|rafters going fall white river.|0
433|brown tree bark small black holes it.|0
145|large brown lizard eating rotting flesh dead animal.|0
668|man head covered black cape sitting wall knees drawn arms resting knees. beads around wrists fingers.|-1
318|brightly colored plastic paper trash strewn around.|-1
741|brown snake lies coiled dry, leaf-covered ground.|-1
257|bright red fire hydrant.|0
485|blonde haired woman white top, man lying next head lap.|1
729|team parachutists colored flares feet hands linked make intertwined circular formation coastline below.|1
580|two girls biting piece watermelon. sitting blue blanket grass field.|1
366|young men women wearing suits dresses, carrying red yellow balloons looking up.|1
265|yellow firework going black night sky.|1
324|young child gazing something right hand mouth.|1
805|metallic swing hung chains next trunk tree.|0
614|trapped raccoon looking wire mesh opening two boards.|0
229|fiery inferno forming patterns vivid red, orange black regions.|-1
71|man diving high fenced area ocean.|0
32|multitude new large brown cardboard sheets stacked horizontally.|0
551|yellow pad paper speckled beige surface.|0
276|bouquet white pink flowers green leaves.|1
196|mangy dog looking back grievous scab near tail|-1
406|rock pool lake surrounded snow-capped mountains coniferous trees.|1
696|dark grey shark lighter underbelly swimming water.|0
169|two sled dogs harness, running across snowy field.|1
789|table setting birthday party glasses, plates caps sparkly things around multi-level tray holding desserts.|1
893|marine corps woman boxer landing punch army woman boxer's face.|0
882|spool white thread green, white yellow fabric.|0
525|woman bra panties lying abdomen patterned sheet.|1
505|three shirtless men underwear, standing blue room. one men black, two white.|0
767|soldier wearing camouflage carrying gun stands pile rocks. military vehicle background.|0
756|pair blue white ankle socks converse logo partially visible.|0
815|lightning storm several streaks striking ground.|0
894|two boxers fighting bright lights. wearing black gloves red tape wrists.|0
68|brown squirrel resting top cut-off branch.|1
382|grimy prison cell metal bunks washstand. rear wall covered graffiti.|-1
95|woman sitting apart man one end bench lake looking away.|0
236|chain link fence front yellow wall casting shadows.|0
474|pairs legs clad trousers wearing shoes cobbled street.|0
710|medic wearing camouflage smiles administers injection black haired woman wincing pain.|0
662|crying boy mouth open wearing green beige fleece hoodie.|-1
322|two unclothed smiling little babies colorful skull caps looking behind blanket.|1
556|vivid colorful sunset body water.|1
873|two silver rings resting pink flower.|1
206|glass red wine quarter full blue table background focus.|0
63|young girl working textile mill. facing collection yarn spinners.|0
769|woman holding white cup red liquid it. nails painted turquoise.|1
413|group people enjoying twilight outing edge lake high rise buildings distant background.|1
258|silver fire hydrant red top wall vegetation.|0
266|red yellow starburst fireworks exploding night sky.|1
428|lion cub looking carcass animal partially devoured.|0
223|astronaut space walk earth background. spacecraft reflected face mask.|1
683|person eyes closed mouth open scream.|-1
405|brown pier low wooden guards side, body water large mountains background yellow sky.|1
83|styrofoam snowman black bead eyes red bead nose wearing red knitted scarf winter hat.|1
577|old rotary-dial telephone desk fountain pen paper front it.|0
709|hands wearing gloves inserting needle bump person's arm.|-1
418|lightning many branches purple sky city water.|0
423|white lightning purple sky, clouds silhouette bushes rocks it.|0
597|wreck airplane cockpit caved in, sitting black dirt.|-1
226|airplane runway enormous red orange explosion behind it.|-1
205|dog attacking man running away it.|-1
549|paint brush damaged worn bristles lying brown green burlap sack.|0
426|lion eyes half closed lying chin big branch. green leaves background.|0
375|right foot woman exhibiting long wound partially healed.|-1
87|two snowmen carrot noses eyes snowy field.|1
275|bouquet red, pink yellow roses.|1
746|diamondback snake moving sandy area looking menacing.|-1
874|modern windmill.|0
796|surgeon making incision belly female animal light brown fur.|-1
126|old man white moustache deeply lined face.|0
289|baby girl fours beach. wearing white dress red trim.|1
277|bunch red roses couple green leaves visible them.|1
663|girl covering face hands sitting front laptop computer.|-1
125|face woman wearing glasses looking pensive look.|0
509|muscular shirtless man running front body water. pair white goggles hand.|0
783|straight two-lane road passing brown treeless hills patches snow them.|0
286|table roasted meat, sausages, bell peppers pickles cucumbers. two unopened bottles beer table.|1
807|image cloudy skies, blue lightning coming sky striking towards tree below.|1
456|gray tree trunk green moss growing bark.|0
234|man space suit shakes hands robot designed space.|1
172|little white puppy lying green grass pink flower head.|1
527|young woman two-piece bathing suit lying back arms framing face.|1
76|orange black bugs, crawling brown wood.|-1
373|jockey galloping brown racehorse.|0
626|green car person's legs sticking window, sitting middle road trees sides.|1
381|two rows barred prison cells narrow walkway them.|-1
91|seven cotton swabs lying grey surface.|0
763|military personnel ceremonial uniforms lined row.|0
254|forest consumed flames. river foreground two deer standing it.|-1
358|stone passage two black pipes running along it, supported stone posts. filled-in window openings x's marked them. floor appears wet.|-1
175|husky lying face chin ground blue eyes open.|1
225|two groups men rowing black rubber rafts green oars. wearing camouflage pants.|0
211|woman preparing shoot arrow target four bullseyes it.|0
56|haggard looking black man dirty t-shirt knit cap glasses perched top head.|0
148|destroyed house roof fallen onto rest house. across yard, american flag tied post top brick structure.|0
745|brown snaked coiled around green snake top rocks leaves.|-1
735|high-rise buildings floor-to-ceiling windows next river. one buildings red elevator runs river.|0
658|head bare shoulders young girl. looking right wearing earrings.|0
183|little terrier tongue hanging bow head.|1
461|bmx motorcycle jumping air brown green background. rider wearing black white motorcycle gear.|0
90|blue cotton swabs sitting container.|0
625|streaks electricity emanating circular toroidal device.|0
409|blue body water next bright green trees front grey copper mountain range.|1
800|knife lying white cloth large blood stain around it. blade knife covered blood.|-1
455|brown haired woman wearing red turtleneck sweater black jacket holding blonde baby wearing grey tube knit sweater.|1
488|silhouette man woman other's arms, kissing front waves beach.|1
340|close tall green grass background depicting grass focus.|0
843|brown grey blemishes wall house.|0
781|multi-level stacks beer barrels wooden pallets.|0
450|picture full moon dark background. maria craters visible surface.|1
149|smashed remains automobile pile metal debris.|-1
64|girl boy chasing fun.|1
631|pebbles various colors shapes strewn across sand.|0
228|armed helicopter flying front flames explosion.|-1
482|man woman lying prone top bed eyes closed.|1
363|young boy smiling, foreground blond hair blue eyes. another boy background smiling pensive holding chin hands. brown hair eyes wearing blue white shirt.|1
241|garden fence rose bush, lawn house behind it.|0
252|man-made structure engulfed rising flames.|-1
248|huge fire consumes stacks wooden pallets.|-1
367|black man beard dreadlocks, standing microphone holding guitar.|1
504|three shirtless men, looking something left image. black woman videotaping background.|0
10|man wearing blue jacket headlamp lighting fire pile wood kindling front him.|0
842|volcano smoke rising it, behind green field trees.|0
705|grey shark five fins visible, swimming blue water fish behind it.|0
511|group people bondage tools clothing larger crowd looks on. one woman's breasts bare, another holds whip. man smiling holds whip.|0
335|close look strand healthy green grass.|0
723|composite time-lapse image skier white pants red jacket jumping snowy ramp.|1
380|red-faced woman brown hair, baring teeth angrily.|-1
648|four roosters brown black feathers, two looking straight forward two looking sideways.|0
875|wolf sitting snow back licking lips behind enclosure.|1
829|bathroom three urinals two walls. plants narrow ledge urinals.|0
743|black white snake lying coiled green grass.|-1
97|grey white monkey kneeling ground grooms another monkey lying ground front it.|0
23|man driving motorcycle sidecar stretcher containing injured man white bandage around head. background, row men standing next horses.|-1
385|two rows barbed wire fencing surrounding prisoner barracks.|0
595|four brown pine cones tree leaves needles.|0
686|school children smiling waving camera.|1
67|brown haired woman black turtleneck sweater, showing teeth scrunching nose angry manner.|0
295|black white picture man beard dark hair, wearing white collared shirt pressing hand forehead.|0
670|old woman wearing red scarf, hand held face. background blurry - house grass front it.|0
218|dark-haired boy standing behind girl nose-ring.|1
792|sunset red sky white clouds reflecting lake dark trees background.|1
43|brown white cat looking eyes wide open ears pointing forward.|1
879|black white photo three spools thread. two upright one lying side.|-1
613|four pumpkins various sizes shapes lined row|0
147|wrecked red corvette, surrounded broken wood trash. gatorade water bottles sit black table front|-1
534|young woman black long hair lying white sofa stomach. topless, right arm covering breasts. wearing thong showing buttocks s. high heeled shoes.|1
611|beach many sailboats swimmers water. woman's legs chaise longue foreground.|1
513|well-muscled naked black man standing arms sides.|0
465|man shaved head holding black flag white lettering, standing next woman holding white sign black lettering.|-1
469|smiling man blue eyes brown hair|0
462|man concentrating playing double bass.|1
371|heart-shaped detail wrought iron fence.|0
150|parched piece earth cracks running every direction.|-1
813|lightning mostly dark sky, large white spot center lightning originates.|0
422|man grey hair feeding child blonde hair. man feeding child marshmallow stick.|1
78|man shaved head. eyes narrowed mouth open, top row teeth showing. front painting.|-1
573|large group penguins stands ice field. water ice cliffs background.|1
821|pile wood fills bottom half image, blue skies top half. white grey clouds blue sky.|0
310|large scrap metal pile containing cars appliance parts.|-1
657|black white photo old man bushy eyebrows, wearing collared sweater.|0
699|view shark's underbelly mouth open exposing teeth.|0
477|woman wearing pink shirt kissing man wearing green short sleeved shirt.|1
853|soldiers wading ashore landing craft normandy.|-1
356|marching band stands field front crowd. wear red black pants, jackets, shakos. shakos long white plumes.|0
512|man wearing blue shorts nude torso standing balcony. wearing cross necklace holding hands metal rail balcony.|0
182|brown white dog, mouth open teeth showing. brown part dog covers one eye.|1
400|rows liquor bottles pouring spouts|0
679|man wearing blue white shirt front green screen, mouth open eyes spread wide.|0
127|black white photo man plaid shirt holding head hands.|-1
204|man wearing protective gear bitten arm large dog.|0
412|sunrise lake foreground mists rising sun's rays shine trees around lake.|1
34|ambulance emergency doctor's car side road. vehicles white orange stripes. yellow helicopter ground behind tree background.|0
325|back man standing edge dock facing water hands clasped behind head.|0
724|four ski lifts side white snowy mountain. parking lot bottom mountain.|0
28|colorful race cars going around turn race track|0
468|dark skinned man black hair wearing square glasses. short beard.|0
